-0.000008,0.200000,-0.240000
-0.000008,0.200000,-0.240000
-0.000008,0.000000,-0.160000
-0.000008,0.000000,-0.240000
-0.000008,0.000000,-0.080000
-0.000008,-0.200000,-0.080000
-0.000008,0.000000,-0.160000
-0.000008,0.000000,-0.240000
-0.000008,0.000000,-0.160000
-0.000008,0.200000,-0.160000
-0.000008,0.000000,-0.160000
-0.000008,0.000000,-0.080000
-0.000008,0.000000,-0.080000
-0.000008,0.000000,-0.160000
-0.000008,0.000000,-0.080000
-0.000008,0.000000,-0.080000
-0.000008,0.000000,-0.080000
-0.000008,0.000000,-0.160000
-0.000008,0.200000,-0.080000
-0.000008,0.200000,-0.080000
-0.000008,0.000000,-0.080000
-0.000008,0.200000,-0.080000
-0.000008,0.200000,-0.160000
-0.000007,-0.200000,-0.080000
-0.000007,0.200000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,-0.200000,-0.080000
-0.000007,-0.200000,0.000000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,-0.200000,0.000000
-0.000007,0.200000,0.080000
-0.000007,-0.200000,-0.080000
-0.000007,0.200000,-0.080000
-0.000007,0.200000,-0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,0.000000
-0.000007,-0.200000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.080000
-0.000007,0.000000,0.080000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.200000,0.000000
-0.000007,0.200000,0.000000
-0.000007,-0.200000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.080000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.080000
-0.000007,0.000000,0.000000
-0.000007,0.000000,0.000000
-0.000007,0.200000,0.160000
-0.000007,0.200000,0.080000
-0.000007,0.200000,0.000000
-0.000007,0.000000,0.080000
-0.000007,0.000000,-0.080000
-0.000007,0.000000,0.000000
-0.000007,0.200000,0.000000
-0.000007,0.200000,-0.080000
-0.000006,0.000000,0.000000
-0.000006,-0.200000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.000000
-0.000006,-0.200000,0.000000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.000000
-0.000006,0.000000,-0.080000
-0.000006,0.000000,0.000000
-0.000006,0.200000,0.000000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.200000,0.000000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.160000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.000000
-0.000006,0.000000,0.080000
-0.000006,0.000000,-0.080000
-0.000006,0.000000,0.080000
-0.000006,0.200000,0.000000
-0.000006,0.000000,0.080000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.200000,0.080000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000006,0.000000,0.000000
-0.000006,0.200000,0.000000
-0.000006,0.200000,0.080000
-0.000006,0.000000,0.160000
-0.000006,0.000000,0.080000
-0.000006,-0.200000,0.080000
-0.000006,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,-0.200000,0.000000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.080000
-0.000005,-0.200000,0.000000
-0.000005,-0.200000,0.080000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.080000
-0.000005,-0.200000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.200000,0.000000
-0.000005,0.200000,0.000000
-0.000005,0.000000,0.000000
-0.000005,-0.200000,0.080000
-0.000005,-0.200000,0.000000
-0.000005,0.000000,0.000000
-0.000005,-0.200000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,-0.200000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,0.000000,0.080000
-0.000005,-0.200000,0.080000
-0.000005,0.200000,0.160000
-0.000005,0.200000,0.000000
-0.000005,0.200000,0.080000
-0.000005,-0.200000,0.000000
-0.000005,0.200000,0.160000
-0.000005,0.000000,0.160000
-0.000005,0.200000,0.080000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.200000,0.080000
-0.000005,0.200000,0.000000
-0.000005,0.200000,0.080000
-0.000005,-0.200000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,0.000000
-0.000005,0.000000,-0.080000
-0.000005,0.000000,0.080000
-0.000004,0.000000,-0.080000
-0.000004,0.000000,0.000000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,-0.200000,0.000000
-0.000004,0.000000,0.080000
-0.000004,-0.200000,0.080000
-0.000004,0.200000,0.080000
-0.000004,0.200000,0.000000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.000000,0.000000
-0.000004,-0.200000,0.080000
-0.000004,0.200000,0.000000
-0.000004,0.000000,0.080000
-0.000004,-0.200000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.000000
-0.000004,-0.200000,0.000000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.200000,0.000000
-0.000004,0.000000,0.000000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.200000,0.000000
-0.000004,0.000000,0.000000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.000000,0.000000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.000000
-0.000004,-0.200000,0.000000
-0.000004,-0.200000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.200000,0.000000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.000000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.000000,0.080000
-0.000004,0.200000,0.080000
-0.000004,0.000000,0.080000
-0.000003,0.200000,-0.080000
-0.000003,0.000000,0.080000
-0.000003,-0.200000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.200000,0.000000
-0.000003,0.200000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,-0.080000
-0.000003,-0.200000,0.080000
-0.000003,0.000000,0.080000
-0.000003,0.200000,-0.080000
-0.000003,0.200000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.080000
-0.000003,0.200000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,-0.080000
-0.000003,0.000000,0.080000
-0.000003,0.200000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.080000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.200000,0.080000
-0.000003,0.200000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,-0.200000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000003,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.000000,-0.080000
-0.000002,0.000000,0.000000
-0.000002,0.200000,0.000000
-0.000002,-0.200000,0.000000
-0.000002,0.000000,-0.080000
-0.000002,0.200000,0.080000
-0.000002,0.200000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.200000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.200000,0.080000
-0.000002,0.200000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,-0.200000,0.000000
-0.000002,0.000000,0.000000
-0.000002,-0.200000,0.080000
-0.000002,0.000000,0.080000
-0.000002,0.200000,0.080000
-0.000002,0.000000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.200000,-0.080000
-0.000002,0.000000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.400000,0.000000
-0.000002,0.000000,0.000000
-0.000002,-0.200000,0.000000
-0.000002,0.200000,0.080000
-0.000002,0.000000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.200000,0.000000
-0.000002,0.000000,0.080000
-0.000002,-0.200000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.000000,-0.080000
-0.000002,0.200000,0.000000
-0.000002,0.200000,0.080000
-0.000002,0.200000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.200000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000002,0.000000,-0.080000
-0.000002,0.000000,0.080000
-0.000002,0.000000,0.000000
-0.000002,0.000000,0.000000
-0.000001,0.200000,0.080000
-0.000001,0.000000,0.000000
-0.000001,0.200000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.200000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.200000,0.080000
-0.000001,0.200000,0.000000
-0.000001,0.000000,0.080000
-0.000001,0.200000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.200000,0.000000
-0.000001,-0.200000,-0.080000
-0.000001,0.000000,0.080000
-0.000001,0.200000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,-0.200000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.200000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,-0.200000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,0.200000,0.080000
-0.000001,0.000000,0.080000
-0.000001,0.000000,0.000000
-0.000001,0.200000,0.000000
-0.000001,0.200000,-0.080000
-0.000001,0.200000,-0.080000
-0.000001,0.200000,0.000000
-0.000001,0.000000,-0.080000
-0.000001,-0.200000,0.000000
-0.000001,0.200000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.000000
-0.000001,0.000000,0.080000
-0.000001,0.000000,0.000000
-0.000000,0.000000,0.000000
-0.000000,-0.200000,0.000000
-0.000000,0.000000,0.000000
-0.000000,-0.200000,0.000000
-0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000
-0.000000,0.200000,0.000000
-0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000
-0.000000,0.200000,0.000000
-0.000000,0.000000,0.080000
-0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000
-0.000000,-0.200000,0.000000
-0.000000,-0.200000,-0.080000
-0.000000,0.200000,0.000000
-0.000000,0.000000,-0.080000
-0.000000,0.200000,0.080000
-0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000
-0.000000,0.200000,0.000000
-0.000000,0.000000,-0.080000
-0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000
0.000000,0.200000,0.000000
0.000000,0.000000,0.000000
0.000000,0.200000,-0.080000
0.000000,0.000000,0.000000
0.000000,0.000000,0.080000
0.000000,1.400000,0.000000
0.000000,4.400000,0.320000
0.000000,4.600000,0.400000
0.000000,4.800000,0.640000
0.000000,5.400000,0.560000
0.000000,4.800000,0.720000
0.000000,4.800000,0.800000
0.000000,5.000000,0.880000
0.000000,5.000000,0.960000
0.000000,5.000000,1.040000
0.000000,5.000000,1.200000
0.000000,5.200000,1.280000
0.000000,5.000000,1.280000
0.000000,5.000000,1.360000
0.000000,5.200000,1.520000
0.000000,5.000000,1.520000
0.000000,5.000000,1.760000
0.000000,5.000000,1.840000
0.000000,4.800000,1.920000
0.000000,5.000000,1.920000
0.000000,5.000000,2.000000
0.000001,4.800000,2.000000
0.000001,5.000000,2.000000
0.000001,5.000000,2.160000
0.000001,4.800000,2.240000
0.000001,5.200000,2.240000
0.000001,5.000000,2.320000
0.000001,5.000000,2.400000
0.000001,5.200000,2.400000
0.000001,5.000000,2.480000
0.000001,5.000000,2.560000
0.000001,5.200000,2.560000
0.000001,5.200000,2.640000
0.000001,4.800000,2.640000
0.000001,5.000000,2.640000
0.000001,5.000000,2.720000
0.000001,5.000000,2.880000
0.000001,4.800000,2.800000
0.000001,5.000000,2.800000
0.000001,4.800000,2.880000
0.000001,5.000000,2.960000
0.000001,5.200000,2.880000
0.000001,5.000000,2.960000
0.000001,5.000000,2.960000
0.000001,5.200000,3.040000
0.000001,5.000000,3.040000
0.000001,5.000000,3.040000
0.000001,5.000000,3.040000
0.000001,4.800000,3.120000
0.000001,4.800000,3.200000
0.000001,5.000000,3.200000
0.000001,5.000000,3.120000
0.000001,4.800000,3.120000
0.000001,5.200000,3.280000
0.000001,5.200000,3.200000
0.000001,5.000000,3.280000
0.000001,5.000000,3.360000
0.000001,5.000000,3.280000
0.000001,4.800000,3.200000
0.000001,5.200000,3.200000
0.000001,5.000000,3.360000
0.000001,4.800000,3.200000
0.000001,5.000000,3.280000
0.000001,5.000000,3.360000
0.000001,5.200000,3.280000
0.000001,4.800000,3.280000
0.000001,5.000000,3.280000
0.000001,5.200000,3.200000
0.000001,5.000000,3.280000
0.000001,5.000000,3.280000
0.000001,5.000000,3.280000
0.000002,5.000000,3.200000
0.000002,5.000000,3.360000
0.000002,5.000000,3.200000
0.000002,5.000000,3.280000
0.000002,5.000000,3.360000
0.000002,5.000000,3.200000
0.000002,4.800000,3.200000
0.000002,4.800000,3.200000
0.000002,5.000000,3.200000
0.000002,5.200000,3.280000
0.000002,5.200000,3.200000
0.000002,5.000000,3.120000
0.000002,5.000000,3.200000
0.000002,4.800000,3.120000
0.000002,5.000000,3.120000
0.000002,5.000000,3.120000
0.000002,5.000000,3.120000
0.000002,5.000000,3.120000
0.000002,4.800000,3.120000
0.000002,5.200000,3.120000
0.000002,5.000000,3.120000
0.000002,5.000000,2.960000
0.000002,5.000000,3.120000
0.000002,5.000000,3.040000
0.000002,5.000000,3.040000
0.000002,5.000000,3.040000
0.000002,5.000000,2.960000
0.000002,5.000000,3.040000
0.000002,5.200000,2.880000
0.000002,5.000000,2.960000
0.000002,5.000000,2.960000
0.000002,5.000000,2.960000
0.000002,5.000000,2.880000
0.000002,4.600000,2.880000
0.000002,4.800000,2.880000
0.000002,5.000000,2.880000
0.000002,4.800000,2.800000
0.000002,5.000000,2.800000
0.000002,5.000000,2.800000
0.000002,5.000000,2.720000
0.000002,4.800000,2.800000
0.000002,4.800000,2.640000
0.000002,4.800000,2.720000
0.000002,4.800000,2.640000
0.000002,5.000000,2.720000
0.000002,5.200000,2.640000
0.000002,5.200000,2.720000
0.000002,5.000000,2.480000
0.000002,5.000000,2.560000
0.000002,5.000000,2.480000
0.000003,5.200000,2.560000
0.000003,5.000000,2.480000
0.000003,5.000000,2.480000
0.000003,5.000000,2.400000
0.000003,5.000000,2.320000
0.000003,5.000000,2.400000
0.000003,4.800000,2.320000
0.000003,5.000000,2.320000
0.000003,4.800000,2.320000
0.000003,5.000000,2.240000
0.000003,4.800000,2.320000
0.000003,5.000000,2.240000
0.000003,5.000000,2.240000
0.000003,4.800000,2.240000
0.000003,4.800000,2.240000
0.000003,4.800000,2.160000
0.000003,5.000000,2.160000
0.000003,4.800000,2.160000
0.000003,5.200000,2.160000
0.000003,4.800000,2.160000
0.000003,5.000000,2.080000
0.000003,4.800000,2.080000
0.000003,4.800000,2.000000
0.000003,5.000000,2.000000
0.000003,5.200000,2.000000
0.000003,4.800000,1.920000
0.000003,5.000000,2.000000
0.000003,5.000000,2.000000
0.000003,5.000000,1.920000
0.000003,4.800000,1.840000
0.000003,5.200000,1.840000
0.000003,5.000000,1.840000
0.000003,5.000000,1.840000
0.000003,5.200000,1.840000
0.000003,5.200000,1.920000
0.000003,4.800000,1.760000
0.000003,5.000000,1.760000
0.000003,5.000000,1.760000
0.000003,5.200000,1.760000
0.000003,4.800000,1.680000
0.000003,5.000000,1.680000
0.000003,5.200000,1.600000
0.000003,5.000000,1.680000
0.000003,4.800000,1.600000
0.000003,5.000000,1.600000
0.000003,5.000000,1.520000
0.000003,5.000000,1.520000
0.000003,5.000000,1.520000
0.000003,5.000000,1.520000
0.000004,5.000000,1.440000
0.000004,5.000000,1.440000
0.000004,4.800000,1.440000
0.000004,5.000000,1.440000
0.000004,5.200000,1.360000
0.000004,5.000000,1.440000
0.000004,5.000000,1.280000
0.000004,5.000000,1.360000
0.000004,5.000000,1.280000
0.000004,5.000000,1.360000
0.000004,5.200000,1.280000
0.000004,4.800000,1.280000
0.000004,4.800000,1.280000
0.000004,5.200000,1.360000
0.000004,5.000000,1.280000
0.000004,5.000000,1.280000
0.000004,5.000000,1.200000
0.000004,5.200000,1.200000
0.000004,5.000000,1.200000
0.000004,5.000000,1.200000
0.000004,5.000000,1.200000
0.000004,5.000000,1.040000
0.000004,4.800000,1.120000
0.000004,4.800000,1.040000
0.000004,5.000000,1.120000
0.000004,5.000000,1.040000
0.000004,5.000000,1.040000
0.000004,5.000000,1.040000
0.000004,5.000000,0.960000
0.000004,5.000000,0.960000
0.000004,4.800000,0.960000
0.000004,5.000000,1.040000
0.000004,5.000000,0.960000
0.000004,4.800000,0.880000
0.000004,5.000000,0.880000
0.000004,4.800000,0.880000
0.000004,5.000000,0.880000
0.000004,5.000000,0.880000
0.000004,5.000000,0.800000
0.000004,4.800000,0.880000
0.000004,5.000000,0.880000
0.000004,5.200000,0.880000
0.000004,4.800000,0.800000
0.000004,4.800000,0.720000
0.000004,5.000000,0.720000
0.000004,5.000000,0.800000
0.000004,4.800000,0.800000
0.000004,4.800000,0.640000
0.000004,4.800000,0.720000
0.000004,5.000000,0.720000
0.000005,5.000000,0.720000
0.000005,5.000000,0.640000
0.000005,5.000000,0.640000
0.000005,5.200000,0.720000
0.000005,5.000000,0.720000
0.000005,5.000000,0.560000
0.000005,5.000000,0.560000
0.000005,5.000000,0.560000
0.000005,4.800000,0.560000
0.000005,5.000000,0.480000
0.000005,4.800000,0.560000
0.000005,4.800000,0.640000
0.000005,5.000000,0.560000
0.000005,4.800000,0.560000
0.000005,4.800000,0.480000
0.000005,4.800000,0.560000
0.000005,4.800000,0.480000
0.000005,5.000000,0.560000
0.000005,5.000000,0.480000
0.000005,4.800000,0.400000
0.000005,5.000000,0.480000
0.000005,5.000000,0.400000
0.000005,5.000000,0.400000
0.000005,4.800000,0.400000
0.000005,5.000000,0.480000
0.000005,4.800000,0.400000
0.000005,5.000000,0.480000
0.000005,5.000000,0.400000
0.000005,4.800000,0.480000
0.000005,4.800000,0.320000
0.000005,4.800000,0.320000
0.000005,5.000000,0.320000
0.000005,5.000000,0.320000
0.000005,4.800000,0.400000
0.000005,4.800000,0.480000
0.000005,5.000000,0.320000
0.000005,5.000000,0.400000
0.000005,5.000000,0.320000
0.000005,5.000000,0.400000
0.000005,4.800000,0.320000
0.000005,4.800000,0.320000
0.000005,5.000000,0.240000
0.000005,5.000000,0.240000
0.000005,5.000000,0.240000
0.000005,4.800000,0.240000
0.000005,5.000000,0.240000
0.000005,5.000000,0.320000
0.000005,5.000000,0.160000
0.000005,5.000000,0.240000
0.000005,4.800000,0.240000
0.000005,4.800000,0.240000
0.000006,5.000000,0.240000
0.000006,5.000000,0.240000
0.000006,4.800000,0.240000
0.000006,5.000000,0.240000
0.000006,4.800000,0.160000
0.000006,5.000000,0.240000
0.000006,5.000000,0.160000
0.000006,5.000000,0.320000
0.000006,5.000000,0.160000
0.000006,4.800000,0.160000
0.000006,4.800000,0.160000
0.000006,4.800000,0.080000
0.000006,4.800000,0.320000
0.000006,4.800000,0.160000
0.000006,4.800000,0.160000
0.000006,5.000000,0.160000
0.000006,5.000000,0.160000
0.000006,4.800000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,4.800000,0.160000
0.000006,5.200000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.160000
0.000006,4.800000,0.240000
0.000006,5.000000,0.080000
0.000006,5.200000,0.160000
0.000006,4.800000,0.000000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,4.800000,0.000000
0.000006,5.000000,0.000000
0.000006,5.000000,0.080000
0.000006,5.000000,0.000000
0.000006,4.800000,0.080000
0.000006,5.000000,0.000000
0.000006,5.000000,0.000000
0.000006,5.000000,0.000000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.080000
0.000006,5.200000,0.080000
0.000006,5.000000,0.080000
0.000006,5.000000,0.000000
0.000006,4.800000,0.080000
0.000006,5.000000,0.000000
0.000006,5.000000,0.000000
0.000006,5.000000,0.080000
0.000007,5.000000,0.080000
0.000007,5.000000,0.080000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,-0.080000
0.000007,5.000000,0.080000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,-0.080000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.080000
0.000007,5.200000,0.000000
0.000007,4.800000,0.000000
0.000007,5.000000,0.080000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.080000
0.000007,5.200000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,-0.080000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,-0.080000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.000000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,4.800000,0.000000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.200000,0.000000
0.000007,5.000000,-0.080000
0.000007,4.800000,0.000000
0.000007,5.000000,0.000000
0.000007,5.000000,0.080000
0.000007,5.000000,-0.160000
0.000007,5.000000,0.000000
0.000007,5.000000,0.080000
0.000007,5.000000,-0.080000
0.000008,4.800000,0.000000
0.000008,5.000000,0.000000
0.000008,4.800000,-0.080000
0.000008,5.000000,0.000000
0.000008,4.800000,-0.080000
0.000008,5.000000,-0.080000
0.000008,5.000000,-0.080000
0.000008,5.000000,-0.080000
0.000008,5.000000,-0.080000
0.000008,4.800000,0.000000
0.000008,5.000000,-0.080000
0.000008,5.000000,0.000000
0.000008,4.800000,0.000000
0.000008,4.800000,-0.080000
0.000008,4.800000,0.000000
0.000008,5.000000,-0.080000
0.000008,5.000000,0.080000
0.000008,5.000000,0.000000
0.000008,5.000000,-0.080000
0.000008,4.800000,-0.080000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,-0.080000
0.000008,4.800000,-0.080000
0.000008,5.000000,0.000000
0.000008,4.800000,0.000000
0.000008,4.800000,0.080000
0.000008,5.000000,0.000000
0.000008,4.800000,-0.080000
0.000008,4.800000,-0.080000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,0.000000
0.000008,4.800000,0.000000
0.000008,4.800000,0.000000
0.000008,5.000000,-0.080000
0.000008,5.000000,0.000000
0.000008,5.000000,0.080000
0.000008,5.000000,0.000000
0.000008,5.000000,-0.080000
0.000008,4.800000,0.000000
0.000008,5.000000,0.000000
0.000008,5.000000,-0.080000
0.000008,4.800000,0.000000
0.000008,5.000000,-0.080000
0.000008,5.000000,0.000000
0.000008,4.800000,0.000000
0.000009,5.000000,-0.080000
0.000009,4.800000,-0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,0.000000
0.000009,4.800000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.200000,-0.080000
0.000009,5.000000,0.000000
0.000009,4.800000,0.000000
0.000009,5.000000,0.000000
0.000009,4.800000,-0.080000
0.000009,4.800000,-0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.200000,0.080000
0.000009,4.800000,-0.080000
0.000009,5.000000,0.080000
0.000009,5.000000,0.080000
0.000009,5.200000,0.000000
0.000009,4.800000,-0.080000
0.000009,5.000000,-0.080000
0.000009,5.200000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.000000,0.080000
0.000009,5.000000,0.000000
0.000009,4.800000,0.000000
0.000009,5.200000,0.000000
0.000009,5.000000,0.000000
0.000009,5.000000,0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,0.080000
0.000009,5.000000,0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.000000,-0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,-0.080000
0.000009,5.200000,-0.080000
0.000009,4.800000,-0.080000
0.000009,4.800000,0.000000
0.000009,5.200000,0.000000
0.000009,5.000000,0.000000
0.000009,5.000000,0.000000
0.000009,4.800000,0.000000
0.000009,5.200000,0.080000
0.000009,5.000000,0.000000
0.000009,5.000000,0.000000
0.000009,5.000000,0.080000
0.000010,5.000000,0.000000
0.000010,5.000000,0.080000
0.000010,5.000000,0.000000
0.000010,4.800000,0.080000
0.000010,5.000000,0.080000
0.000010,5.000000,0.000000
0.000010,5.200000,-0.080000
0.000010,5.000000,0.000000
0.000010,4.800000,0.000000
0.000010,5.000000,-0.080000
0.000010,4.800000,0.000000
0.000010,5.000000,-0.080000
0.000010,5.000000,0.080000
0.000010,5.000000,0.000000
0.000010,5.000000,0.000000
0.000010,5.000000,0.000000
0.000010,5.200000,0.000000
0.000010,4.800000,-0.080000
0.000010,5.000000,0.000000
0.000010,5.000000,0.080000
0.000010,5.000000,-0.080000
